Date,BHARTIARTL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,RELIANCE.NS,TCS.NS
2023-06-23,839.1605834960938,799.8680419921875,2520.662841796875,901.1888427734375,1175.759765625,400.3717346191406,364.5887145996094,2322.578369140625,1147.9749755859375,2979.979248046875
2023-06-26,836.3627319335938,795.9989013671875,2530.681884765625,905.0433959960938,1180.732421875,401.2268981933594,363.4721374511719,2310.914794921875,1139.210205078125,2955.241455078125
2023-06-27,849.0758056640625,807.2169799804688,2529.966796875,913.484375,1188.91162109375,400.6867980957031,367.8088073730469,2321.12060546875,1139.62109375,2962.37548828125
2023-06-28,856.2422485351562,815.7583618164062,2539.4130859375,914.8018188476562,1202.10986328125,404.5127258300781,366.9813537597656,2353.58447265625,1154.708251953125,2979.1455078125
2023-06-30,862.6724243164062,828.0470581054688,2555.539306640625,912.0205688476562,1241.286376953125,406.5382080078125,368.17767333984375,2406.168212890625,1164.1805419921875,3059.566162109375
2023-07-03,863.0650634765625,837.0021362304688,2577.39111328125,919.7785034179688,1239.61328125,417.0257263183594,367.6593017578125,2385.270751953125,1194.058349609375,3031.817138671875
2023-07-04,849.3212890625,841.0902099609375,2576.389404296875,921.8765869140625,1250.2554931640625,419.8163757324219,371.1983642578125,2392.852294921875,1181.7557373046875,3065.680908203125
2023-07-05,850.7938232421875,814.3712768554688,2629.682373046875,934.855224609375,1252.2540283203125,427.6932678222656,371.8264465332031,2401.55126953125,1179.8155517578125,3075.965087890625
2023-07-06,853.7388916015625,815.1986083984375,2630.875,936.2214965820312,1249.09375,426.613037109375,374.3088073730469,2418.852294921875,1204.5804443359375,3078.698486328125
2023-07-07,854.5242309570312,808.093017578125,2574.576416015625,923.5355834960938,1236.3602294921875,421.661865234375,369.56341552734375,2380.70263671875,1202.2294921875,3084.58203125
2023-07-10,869.2007446289062,806.1705322265625,2534.928466796875,925.4872436523438,1235.3843994140625,419.36627197265625,372.2351989746094,2370.399658203125,1248.541015625,3031.492919921875
2023-07-11,875.5818481445312,802.2527465820312,2561.598876953125,922.1205444335938,1253.4622802734375,425.9378967285156,372.1753845214844,2405.1962890625,1262.0760498046875,3031.90966796875
2023-07-12,873.6675415039062,794.7334594726562,2551.245361328125,921.5838623046875,1239.2415771484375,425.1727294921875,374.4683532714844,2386.1455078125,1263.468505859375,3020.32861328125
2023-07-13,868.857177734375,798.6998901367188,2533.1630859375,932.61083984375,1268.7982177734375,424.90264892578125,372.7934875488281,2381.480224609375,1252.1702880859375,3095.0517578125
2023-07-14,870.2805786132812,800.3546752929688,2554.3466796875,936.8557739257812,1325.35546875,425.7127990722656,372.6539001464844,2402.960693359375,1251.1202392578125,3256.356689453125
2023-07-17,862.0343017578125,817.0966796875,2558.927001953125,945.2967529296875,1322.567138671875,425.2176818847656,378.2467346191406,2399.607421875,1276.6842041015625,3235.09326171875
2023-07-18,859.4328002929688,816.4153442382812,2559.976806640625,951.8837280273438,1371.131103515625,425.35272216796875,377.0105285644531,2405.341796875,1287.52587890625,3239.865478515625
2023-07-19,854.8187255859375,820.1141357421875,2549.28955078125,949.9320068359375,1370.8988037109375,431.0691223144531,380.1508483886719,2424.246826171875,1297.294921875,3215.034423828125
2023-07-20,868.6607666015625,821.8905639648438,2579.49072265625,971.546875,1347.244140625,443.04205322265625,390.17999267578125,2419.921630859375,1295.7239990234375,3217.125
2023-07-21,869.7897338867188,815.5635986328125,2484.783935546875,972.9130859375,1237.66162109375,441.5115966796875,392.8318786621094,2513.765380859375,1255.6134033203125,3128.8779296875
2023-07-24,871.9005126953125,816.8533935546875,2462.121826171875,968.0338745117188,1242.3087158203125,424.3175048828125,378.2865905761719,2532.233154296875,1230.216796875,3153.447509765625
2023-07-25,867.4827880859375,825.7109985351562,2450.575439453125,970.6686401367188,1240.4498291015625,416.1705322265625,373.9499206542969,2489.1259765625,1229.425537109375,3157.53466796875
2023-07-26,873.1275634765625,822.8395385742188,2465.03173828125,972.3763427734375,1253.694580078125,425.127685546875,377.89776611328125,2572.084228515625,1249.4063720703125,3147.456298828125
2023-07-27,878.7723388671875,814.2982177734375,2452.19775390625,966.3261108398438,1257.691162109375,418.6461486816406,373.6009826660156,2585.64306640625,1237.7838134765625,3155.44482421875
